Numero Ocorrencia,Data,,,Hora,Uf,,Br,Km,Latitude,Longitude,Natureza Enquadramento,,,Municipio,Envolvimento,Qtd Assalto a Caminhão,Qtde Envolvido,Qtde Veiculo
C1480667170526163300,25/5/2017,"Quinta-feira, 25 de Maio de 2017",2017-05-25,5,RJ,RIO DE JANEIRO,116 ,207,-22.716199,-43.715799,461,ROUBO A CAMINHÃO,ROUBO,SEROPEDICA,Vítima,1,1,1
C1480764170310041700,10/3/2017,"Sexta-feira, 10 de Março de 2017",2017-03-10,3,PR,PARANÁ,116 ,34,-25.120799,-48.855199,461,ROUBO A CAMINHÃO,ROUBO,CAMPINA GRANDE DO SUL,Vítima,1,1,1
C1480833170214163900,14/2/2017,"Terça-feira, 14 de Fevereiro de 2017",2017-02-14,16,GO,GOIÁS,153 ,500,-16.703299,-49.231099,461,ROUBO A CAMINHÃO,ROUBO,GOIANIA,Vítima,1,1,1
C1480875170416090000,16/4/2017,"Domingo, 16 de Abril de 2017",2017-04-16,6,PR,PARANÁ,277 ,112,-25.446699,-49.473699,461,ROUBO A CAMINHÃO,ROUBO,CAMPO LARGO,Vítima,1,1,1
C1481003170212153000,12/2/2017,"Domingo, 12 de Fevereiro de 2017",2017-02-12,15,GO,GOIÁS,060 ,79,-16.300699,-48.812799,461,ROUBO A CAMINHÃO,ROUBO,ANAPOLIS,Vítima,1,1,1
C1481003170405183400,4/4/2017,"Terça-feira, 4 de Abril de 2017",2017-04-04,21,GO,GOIÁS,153 ,383,-15.935199,-49.202099,461,ROUBO A CAMINHÃO,ROUBO,SAO FRANCISCO DE GOIAS,Vítima,1,1,1
C1481575170622180000,22/6/2017,"Quinta-feira, 22 de Junho de 2017",2017-06-22,10,PE,PERNAMBUCO,101 ,92,-8.230499,-34.996999,461,ROUBO A CAMINHÃO,ROUBO,CABO DE SANTO AGOSTINHO,Autor,1,1,1
C1502684170301115600,1/3/2017,"Quarta-feira, 1 de Março de 2017",2017-03-01,11,SP,SÃO PAULO,116 ,169,-23.307699,-46.044499,461,ROUBO A CAMINHÃO,ROUBO,JACAREI,Testemunha,1,1,1
C1502684170301115600,1/3/2017,"Quarta-feira, 1 de Março de 2017",2017-03-01,11,SP,SÃO PAULO,116 ,169,-23.307699,-46.044499,461,ROUBO A CAMINHÃO,ROUBO,JACAREI,Vítima,1,1,1
C1502708170210021400,9/2/2017,"Quinta-feira, 9 de Fevereiro de 2017",2017-02-09,20,AL,ALAGOAS,101 ,25,-9.057799,-35.718899,461,ROUBO A CAMINHÃO,ROUBO,JOAQUIM GOMES,Vítima,1,1,2
C1502795170211181200,11/2/2017,"Sábado, 11 de Fevereiro de 2017",2017-02-11,14,TO,TOCANTINS,226 ,39,-6.713099,-47.757799,461,ROUBO A CAMINHÃO,ROUBO,DARCINOPOLIS,Vítima,1,1,2
C1502829170508211800,8/5/2017,"Segunda-feira, 8 de Maio de 2017",2017-05-08,19,SP,SÃO PAULO,381 ,79,-23.405299,-46.579499,461,ROUBO A CAMINHÃO,ROUBO,SAO PAULO,Vítima,1,1,1
C1502873170505090500,5/5/2017,"Sexta-feira, 5 de Maio de 2017",2017-05-05,7,RJ,RIO DE JANEIRO,116 ,137,-22.647199,-43.224299,461,ROUBO A CAMINHÃO,ROUBO,DUQUE DE CAXIAS,Vítima,1,2,1
C1502937170621224500,20/6/2017,"Terça-feira, 20 de Junho de 2017",2017-06-20,22,SP,SÃO PAULO,116 ,169,-23.307699,-46.044499,461,ROUBO A CAMINHÃO,ROUBO,SAO JOSE DOS CAMPOS,Vítima,1,1,1
C1503294170525225100,25/5/2017,"Quinta-feira, 25 de Maio de 2017",2017-05-25,19,PB,PARAÍBA,101 ,63,-7.024299,-35.061099,461,ROUBO A CAMINHÃO,ROUBO,SANTA RITA,Vítima,1,1,1
C1503398170405230300,5/4/2017,"Quarta-feira, 5 de Abril de 2017",2017-04-05,22,PR,PARANÁ,116 ,114,-25.546299,-49.293599,461,ROUBO A CAMINHÃO,ROUBO,CURITIBA,Vítima,1,1,2
C1503528170113035200,13/1/2017,"Sexta-feira, 13 de Janeiro de 2017",2017-01-13,2,PB,PARAÍBA,101 ,110,-7.355999,-34.950299,461,ROUBO A CAMINHÃO,ROUBO,ALHANDRA,Vítima,1,1,1
C1503528170410213700,10/4/2017,"Segunda-feira, 10 de Abril de 2017",2017-04-10,19,PE,PERNAMBUCO,101 ,30,-7.739199,-34.943199,461,ROUBO A CAMINHÃO,ROUBO,IGARASSU,Vítima,1,1,1
C1503586170609112000,9/6/2017,"Sexta-feira, 9 de Junho de 2017",2017-06-09,5,MG,MINAS GERAIS,040 ,529,-19.919099,-44.039099,461,ROUBO A CAMINHÃO,ROUBO,CONTAGEM,Vítima,1,1,1
C1503650170624033000,24/6/2017,"Sábado, 24 de Junho de 2017",2017-06-24,3,SP,SÃO PAULO,116 ,130,-23.121099,-45.723899,461,ROUBO A CAMINHÃO,ROUBO,CACAPAVA,Vítima,1,1,2
C1503784170613093000,13/6/2017,"Terça-feira, 13 de Junho de 2017",2017-06-13,6,PE,PERNAMBUCO,232 ,29,-8.111199,-35.143799,461,ROUBO A CAMINHÃO,ROUBO,MORENO,Vítima,1,1,1
C1503784170629044000,28/6/2017,"Quarta-feira, 28 de Junho de 2017",2017-06-28,23,PE,PERNAMBUCO,101 ,24,-7.692999,-34.921899,461,ROUBO A CAMINHÃO,ROUBO,IGARASSU,Vítima,1,1,1
C1503850170321185400,21/3/2017,"Terça-feira, 21 de Março de 2017",2017-03-21,18,PE,PERNAMBUCO,316 ,323,-8.693699,-38.530599,461,ROUBO A CAMINHÃO,ROUBO,FLORESTA,Vítima,1,1,1
C1503850170328210000,28/3/2017,"Terça-feira, 28 de Março de 2017",2017-03-28,19,PE,PERNAMBUCO,316 ,306,-8.619699,-38.625799,461,ROUBO A CAMINHÃO,ROUBO,FLORESTA,Vítima,1,2,1
C1503850170328210500,28/3/2017,"Terça-feira, 28 de Março de 2017",2017-03-28,21,PE,PERNAMBUCO,316 ,306,-8.619699,-38.625799,461,ROUBO A CAMINHÃO,ROUBO,FLORESTA,Vítima,1,1,1
C1503850170328210600,28/3/2017,"Terça-feira, 28 de Março de 2017",2017-03-28,21,PE,PERNAMBUCO,316 ,306,-8.619699,-38.625799,461,ROUBO A CAMINHÃO,ROUBO,FLORESTA,Vítima,1,1,1
C1503939170617034500,17/6/2017,"Sábado, 17 de Junho de 2017",2017-06-17,3,PB,PARAÍBA,101 ,53,-6.942999,-35.096899,461,ROUBO A CAMINHÃO,ROUBO,SANTA RITA,Vítima,1,1,1
C1503989170620023000,20/6/2017,"Terça-feira, 20 de Junho de 2017",2017-06-20,2,RJ,RIO DE JANEIRO,116 ,187,-22.740299,-43.525999,461,ROUBO A CAMINHÃO,ROUBO,NOVA IGUACU,Vítima,1,1,1
C1515254170419021600,19/4/2017,"Quarta-feira, 19 de Abril de 2017",2017-04-19,1,RJ,RIO DE JANEIRO,116 ,204,-22.720399,-43.686999,461,ROUBO A CAMINHÃO,ROUBO,PARACAMBI,Vítima,1,1,2
C1515259170310100000,10/3/2017,"Sexta-feira, 10 de Março de 2017",2017-03-10,2,SP,SÃO PAULO,116 ,195,-23.388399,-46.274699,461,ROUBO A CAMINHÃO,ROUBO,ARUJA,Vítima,1,1,1
C1515265170505072900,5/5/2017,"Sexta-feira, 5 de Maio de 2017",2017-05-05,6,RJ,RIO DE JANEIRO,116 ,185,-22.743999,-43.507199,461,ROUBO A CAMINHÃO,ROUBO,NOVA IGUACU,Vítima,1,1,1
C1515265170601234500,1/6/2017,"Quinta-feira, 1 de Junho de 2017",2017-06-01,22,RJ,RIO DE JANEIRO,116 ,179,-22.743199,-43.450799,461,ROUBO A CAMINHÃO,ROUBO,NOVA IGUACU,Vítima,1,1,2
C1515455170216005000,16/2/2017,"Quinta-feira, 16 de Fevereiro de 2017",2017-02-16,0,PB,PARAÍBA,101 ,45,-6.880199,-35.131799,461,ROUBO A CAMINHÃO,ROUBO,MAMANGUAPE,Vítima,1,1,1
C1515455170608072700,8/6/2017,"Quinta-feira, 8 de Junho de 2017",2017-06-08,3,PB,PARAÍBA,101 ,58,-6.982499,-35.075299,461,ROUBO A CAMINHÃO,ROUBO,SANTA RITA,Vítima,1,3,2
C1515456170220130900,20/2/2017,"Segunda-feira, 20 de Fevereiro de 2017",2017-02-20,12,PE,PERNAMBUCO,232 ,68,-8.167699,-35.474999,461,ROUBO A CAMINHÃO,ROUBO,GRAVATA,Vítima,1,1,1
C1515501170506063100,6/5/2017,"Sábado, 6 de Maio de 2017",2017-05-06,2,PB,PARAÍBA,101 ,58,-6.982499,-35.075299,461,ROUBO A CAMINHÃO,ROUBO,SANTA RITA,Vítima,1,2,2
C1515501170506065100,6/5/2017,"Sábado, 6 de Maio de 2017",2017-05-06,2,PB,PARAÍBA,101 ,58,-6.982499,-35.075299,461,ROUBO A CAMINHÃO,ROUBO,SANTA RITA,Vítima,1,1,2
C1515599170105063800,5/1/2017,"Quinta-feira, 5 de Janeiro de 2017",2017-01-05,2,PR,PARANÁ,116 ,68,-25.326099,-49.027199,461,ROUBO A CAMINHÃO,ROUBO,QUATRO BARRAS,Vítima,1,1,1
C1515599170406021800,6/4/2017,"Quinta-feira, 6 de Abril de 2017",2017-04-06,1,PR,PARANÁ,116 ,17,-25.103499,-48.706499,461,ROUBO A CAMINHÃO,ROUBO,CAMPINA GRANDE DO SUL,Vítima,1,1,1
C1515599170406031500,5/4/2017,"Quarta-feira, 5 de Abril de 2017",2017-04-05,23,PR,PARANÁ,116 ,17,-25.103499,-48.706499,461,ROUBO A CAMINHÃO,ROUBO,CAMPINA GRANDE DO SUL,Vítima,1,1,1
C1515599170430011400,30/4/2017,"Domingo, 30 de Abril de 2017",2017-04-30,0,PR,PARANÁ,116 ,65,-25.310699,-49.006199,461,ROUBO A CAMINHÃO,ROUBO,CAMPINA GRANDE DO SUL,Vítima,1,1,1
C1515599170517034800,17/5/2017,"Quarta-feira, 17 de Maio de 2017",2017-05-17,3,PR,PARANÁ,116 ,17,-25.103499,-48.706499,461,ROUBO A CAMINHÃO,ROUBO,ANTONINA,Vítima,1,1,1
C1515599170629070700,29/6/2017,"Quinta-feira, 29 de Junho de 2017",2017-06-29,5,PR,PARANÁ,116 ,17,-25.103499,-48.706499,461,ROUBO A CAMINHÃO,ROUBO,ANTONINA,Vítima,1,1,1
C1515729170113042500,13/1/2017,"Sexta-feira, 13 de Janeiro de 2017",2017-01-13,2,PR,PARANÁ,116 ,68,-25.326099,-49.027199,461,ROUBO A CAMINHÃO,ROUBO,CAMPINA GRANDE DO SUL,Vítima,1,1,1
C1516274170122065000,22/1/2017,"Domingo, 22 de Janeiro de 2017",2017-01-22,2,CE,CEARÁ,116 ,375,-6.409599,-38.851699,461,ROUBO A CAMINHÃO,ROUBO,ICO,Vítima,1,1,1
C1516367170627160000,27/6/2017,"Terça-feira, 27 de Junho de 2017",2017-06-27,15,CE,CEARÁ,116 ,73,-4.356199,-38.460499,461,ROUBO A CAMINHÃO,ROUBO,CHOROZINHO,Testemunha,1,1,1
C1516521170331070600,31/3/2017,"Sexta-feira, 31 de Março de 2017",2017-03-31,2,RJ,RIO DE JANEIRO,116 ,317,-22.488799,-44.552699,461,ROUBO A CAMINHÃO,ROUBO,ITATIAIA,Vítima,1,1,1
C1528233170308003200,7/3/2017,"Terça-feira, 7 de Março de 2017",2017-03-07,22,AL,ALAGOAS,101 ,115,-9.646199,-36.024199,461,ROUBO A CAMINHÃO,ROUBO,SAO SEBASTIAO,Vítima,1,2,2
C1534605170609000500,8/6/2017,"Quinta-feira, 8 de Junho de 2017",2017-06-08,22,NI,Não Informado,NI,-1,-1,-1,461,ROUBO A CAMINHÃO,ROUBO,CAMPO GRANDE,Vítima,1,1,2
C1534846170123180500,23/1/2017,"Segunda-feira, 23 de Janeiro de 2017",2017-01-23,16,PE,PERNAMBUCO,232 ,4,-8.064699,-34.937299,461,ROUBO A CAMINHÃO,ROUBO,RECIFE,Vítima,1,1,2
C1534846170204090000,4/2/2017,"Sábado, 4 de Fevereiro de 2017",2017-02-04,7,PE,PERNAMBUCO,232 ,31,-8.105599,-35.159499,461,ROUBO A CAMINHÃO,ROUBO,MORENO,Vítima,1,1,3
C1535031170330230200,30/3/2017,"Quinta-feira, 30 de Março de 2017",2017-03-30,21,NI,Não Informado,NI,-1,-1,-1,461,ROUBO A CAMINHÃO,ROUBO,PONTA GROSSA,Vítima,1,1,1
C1535046170614141700,14/6/2017,"Quarta-feira, 14 de Junho de 2017",2017-06-14,4,PR,PARANÁ,376 ,638,-25.767499,-49.123899,461,ROUBO A CAMINHÃO,ROUBO,SAO JOSE DOS PINHAIS,Vítima,1,1,2
C1535469170407064700,7/4/2017,"Sexta-feira, 7 de Abril de 2017",2017-04-07,0,GO,GOIÁS,060 ,228,-17.041299,-49.779999,461,ROUBO A CAMINHÃO,ROUBO,VARJAO,Vítima,1,1,2
C1535474170220103500,20/2/2017,"Segunda-feira, 20 de Fevereiro de 2017",2017-02-20,6,SP,SÃO PAULO,381 ,32,-23.063799,-46.570499,461,ROUBO A CAMINHÃO,ROUBO,ATIBAIA,Vítima,1,1,1
C1535831170207074400,7/2/2017,"Terça-feira, 7 de Fevereiro de 2017",2017-02-07,3,BA,BAHIA,101 ,8,-11.547399,-37.864799,461,ROUBO A CAMINHÃO,ROUBO,RIO REAL,Vítima,1,1,1
C1536099170605121900,5/6/2017,"Segunda-feira, 5 de Junho de 2017",2017-06-05,12,GO,GOIÁS,153 ,620,-17.712899,-49.154899,461,ROUBO A CAMINHÃO,ROUBO,MORRINHOS,Vítima,1,1,1
C1536099170610030200,9/6/2017,"Sexta-feira, 9 de Junho de 2017",2017-06-09,21,GO,GOIÁS,060 ,45,-16.132399,-48.597699,461,ROUBO A CAMINHÃO,ROUBO,ALEXANIA,Vítima,1,1,1
C1538684170518062500,18/5/2017,"Quinta-feira, 18 de Maio de 2017",2017-05-18,3,MT,MATO GROSSO,070 ,225,-15.658499,-53.909899,461,ROUBO A CAMINHÃO,ROUBO,PRIMAVERA DO LESTE,Vítima,1,1,1
C1539265170112065500,12/1/2017,"Quinta-feira, 12 de Janeiro de 2017",2017-01-12,6,MG,MINAS GERAIS,040 ,820,-21.954399,-43.300599,461,ROUBO A CAMINHÃO,ROUBO,SIMAO PEREIRA,Vítima,1,2,1
C1539709170617034900,17/6/2017,"Sábado, 17 de Junho de 2017",2017-06-17,3,PB,PARAÍBA,101 ,51,-6.926999,-35.105899,461,ROUBO A CAMINHÃO,ROUBO,SANTA RITA,Vítima,1,1,1
C1539761170217055900,17/2/2017,"Sexta-feira, 17 de Fevereiro de 2017",2017-02-17,1,GO,GOIÁS,364 ,260,-17.667099,-52.225899,461,ROUBO A CAMINHÃO,ROUBO,JATAI,Vítima,1,1,2
C1539868170524205500,24/5/2017,"Quarta-feira, 24 de Maio de 2017",2017-05-24,18,MG,MINAS GERAIS,365 ,387,-18.626299,-46.303299,461,ROUBO A CAMINHÃO,ROUBO,PATROCINIO,Vítima,1,1,3
C1540277170514092100,14/5/2017,"Domingo, 14 de Maio de 2017",2017-05-14,2,NI,Não Informado,NI,-1,-1,-1,461,ROUBO A CAMINHÃO,ROUBO,PORTO NACIONAL,Vítima,1,2,2
C1540485170331110000,31/3/2017,"Sexta-feira, 31 de Março de 2017",2017-03-31,10,PE,PERNAMBUCO,101 ,101,-8.276599,-35.054199,461,ROUBO A CAMINHÃO,ROUBO,CABO DE SANTO AGOSTINHO,Vítima,1,2,2
C1540746170319164600,17/3/2017,"Sexta-feira, 17 de Março de 2017",2017-03-17,20,MG,MINAS GERAIS,365 ,397,-18.625599,-46.390099,461,ROUBO A CAMINHÃO,ROUBO,PATOS DE MINAS,Vítima,1,1,3
C1542364170424120000,24/4/2017,"Segunda-feira, 24 de Abril de 2017",2017-04-24,4,BA,BAHIA,110 ,70,-10.026199,-38.325599,461,ROUBO A CAMINHÃO,ROUBO,JEREMOABO,Vítima,1,1,1
C1542369170411035000,11/4/2017,"Terça-feira, 11 de Abril de 2017",2017-04-11,3,PR,PARANÁ,376 ,648,-25.842099,-49.103199,461,ROUBO A CAMINHÃO,ROUBO,TIJUCAS DO SUL,Vítima,1,1,1
C1542921170321074700,20/3/2017,"Segunda-feira, 20 de Março de 2017",2017-03-20,20,SP,SÃO PAULO,116 ,13,-22.552399,-44.813599,461,ROUBO A CAMINHÃO,ROUBO,QUELUZ,Vítima,1,2,1
C1542942170306053000,6/3/2017,"Segunda-feira, 6 de Março de 2017",2017-03-06,0,GO,GOIÁS,364 ,235,-17.801699,-52.046099,461,ROUBO A CAMINHÃO,ROUBO,JATAI,Vítima,1,1,3
C1549619170110174900,10/1/2017,"Terça-feira, 10 de Janeiro de 2017",2017-01-10,7,ES,ESPÍRITO SANTO,101 ,349,-20.667299,-40.662799,461,ROUBO A CAMINHÃO,ROUBO,ANCHIETA,Autor,1,3,2
C1549619170110174900,10/1/2017,"Terça-feira, 10 de Janeiro de 2017",2017-01-10,7,ES,ESPÍRITO SANTO,101 ,349,-20.667299,-40.662799,461,ROUBO A CAMINHÃO,ROUBO,ANCHIETA,Vítima,1,1,2
C1573346170507143000,7/5/2017,"Domingo, 7 de Maio de 2017",2017-05-07,3,AL,ALAGOAS,101 ,194,-9.938899,-36.488299,461,ROUBO A CAMINHÃO,ROUBO,SAO SEBASTIAO,Vítima,1,1,1
C1578667170126212400,26/1/2017,"Quinta-feira, 26 de Janeiro de 2017",2017-01-26,18,PE,PERNAMBUCO,316 ,314,-8.618999,-38.560199,461,ROUBO A CAMINHÃO,ROUBO,FLORESTA,Vítima,1,1,1
C1578667170407203900,7/4/2017,"Sexta-feira, 7 de Abril de 2017",2017-04-07,19,PE,PERNAMBUCO,316 ,329,-8.726799,-38.485799,461,ROUBO A CAMINHÃO,ROUBO,FLORESTA,Vítima,1,1,1
C1611285170125120800,23/1/2017,"Segunda-feira, 23 de Janeiro de 2017",2017-01-23,2,TO,TOCANTINS,153 ,572,-10.841399,-48.904499,461,ROUBO A CAMINHÃO,ROUBO,SANTA RITA DO TOCANTINS,Vítima,1,1,3
C1641771170612024800,12/6/2017,"Segunda-feira, 12 de Junho de 2017",2017-06-12,2,GO,GOIÁS,153 ,655,-18.001199,-49.262299,461,ROUBO A CAMINHÃO,ROUBO,GOIATUBA,Vítima,1,1,2
C1651320170426061200,26/4/2017,"Quarta-feira, 26 de Abril de 2017",2017-04-26,5,RJ,RIO DE JANEIRO,116 ,176,-22.759099,-43.427699,461,ROUBO A CAMINHÃO,ROUBO,NOVA IGUACU,Vítima,1,1,1
C1651320170523214900,23/5/2017,"Terça-feira, 23 de Maio de 2017",2017-05-23,21,RJ,RIO DE JANEIRO,116 ,164,-22.814499,-43.327699,461,ROUBO A CAMINHÃO,ROUBO,RIO DE JANEIRO,Vítima,1,1,1
C1655731170203035400,3/2/2017,"Sexta-feira, 3 de Fevereiro de 2017",2017-02-03,0,BA,BAHIA,110 ,13,-9.535799,-38.221499,461,ROUBO A CAMINHÃO,ROUBO,PAULO AFONSO,Autor,1,1,5
C1655731170203035400,3/2/2017,"Sexta-feira, 3 de Fevereiro de 2017",2017-02-03,0,BA,BAHIA,110 ,13,-9.535799,-38.221499,461,ROUBO A CAMINHÃO,ROUBO,PAULO AFONSO,Vítima,1,1,5
C1714794170218055800,18/2/2017,"Sábado, 18 de Fevereiro de 2017",2017-02-18,2,SP,SÃO PAULO,116 ,25,-22.604799,-44.893799,461,ROUBO A CAMINHÃO,ROUBO,LAVRINHAS,Vítima,1,1,1
C1714921170331093700,30/3/2017,"Quinta-feira, 30 de Março de 2017",2017-03-30,23,RJ,RIO DE JANEIRO,116 ,203,-22.721899,-43.677499,461,ROUBO A CAMINHÃO,ROUBO,SEROPEDICA,Vítima,1,1,5
C1714968170325003000,24/3/2017,"Sexta-feira, 24 de Março de 2017",2017-03-24,23,PR,PARANÁ,376 ,667,-25.865799,-48.942699,461,ROUBO A CAMINHÃO,ROUBO,GUARATUBA,Vítima,1,1,1
C1715183170614104000,14/6/2017,"Quarta-feira, 14 de Junho de 2017",2017-06-14,1,RJ,RIO DE JANEIRO,116 ,192,-22.729899,-43.572299,461,ROUBO A CAMINHÃO,ROUBO,QUEIMADOS,Vítima,1,1,1
C1715203170420090000,18/4/2017,"Terça-feira, 18 de Abril de 2017",2017-04-18,19,SP,SÃO PAULO,116 ,159,-23.264799,-45.958099,461,ROUBO A CAMINHÃO,ROUBO,JACAREI,Vítima,1,1,1
C1715880170630053400,30/6/2017,"Sexta-feira, 30 de Junho de 2017",2017-06-30,4,PR,PARANÁ,116 ,19,-25.101599,-48.726499,461,ROUBO A CAMINHÃO,ROUBO,CAMPINA GRANDE DO SUL,Vítima,1,1,1
C1715890170210220000,10/2/2017,"Sexta-feira, 10 de Fevereiro de 2017",2017-02-10,20,PR,PARANÁ,116 ,107,-25.568399,-49.232399,461,ROUBO A CAMINHÃO,ROUBO,SAO JOSE DOS PINHAIS,Vítima,1,1,2
C1716810170523043200,23/5/2017,"Terça-feira, 23 de Maio de 2017",2017-05-23,4,RJ,RIO DE JANEIRO,465 ,1,-22.720999,-43.724599,461,ROUBO A CAMINHÃO,ROUBO,SEROPEDICA,Vítima,1,1,1
C1716838170612090700,9/6/2017,"Sexta-feira, 9 de Junho de 2017",2017-06-09,7,RJ,RIO DE JANEIRO,116 ,222,-22.660699,-43.827899,461,ROUBO A CAMINHÃO,ROUBO,PIRAI,Vítima,1,1,2
C1777279170518144900,18/5/2017,"Quinta-feira, 18 de Maio de 2017",2017-05-18,13,PE,PERNAMBUCO,316 ,235,-8.578799,-39.165999,461,ROUBO A CAMINHÃO,ROUBO,BELEM DE SAO FRANCISCO,Vítima,1,2,1
C1777529170301061900,1/3/2017,"Quarta-feira, 1 de Março de 2017",2017-03-01,5,SP,SÃO PAULO,116 ,169,-23.307699,-46.044499,461,ROUBO A CAMINHÃO,ROUBO,JACAREI,Vítima,1,1,2
C1777529170612203800,12/6/2017,"Segunda-feira, 12 de Junho de 2017",2017-06-12,19,SP,SÃO PAULO,116 ,169,-23.307699,-46.044499,461,ROUBO A CAMINHÃO,ROUBO,JACAREI,Vítima,1,1,1
C1818932170202185300,2/2/2017,"Quinta-feira, 2 de Fevereiro de 2017",2017-02-02,1,BA,BAHIA,110 ,58,-9.930799,-38.288699,461,ROUBO A CAMINHÃO,ROUBO,JEREMOABO,Vítima,1,1,0
C1865050170103112300,3/1/2017,"Terça-feira, 3 de Janeiro de 2017",2017-01-03,10,RJ,RIO DE JANEIRO,040 ,95,-22.572299,-43.258299,461,ROUBO A CAMINHÃO,ROUBO,DUQUE DE CAXIAS,Vítima,1,1,1
C1880320170214130000,13/2/2017,"Segunda-feira, 13 de Fevereiro de 2017",2017-02-13,12,GO,GOIÁS,153 ,409,-16.096799,-49.033199,461,ROUBO A CAMINHÃO,ROUBO,PIRENOPOLIS,Vítima,1,1,1
C1969336170215130000,14/2/2017,"Terça-feira, 14 de Fevereiro de 2017",2017-02-14,12,PE,PERNAMBUCO,232 ,429,-8.001699,-38.434999,461,ROUBO A CAMINHÃO,ROUBO,SERRA TALHADA,Vítima,1,1,1
C1969363170507200500,6/5/2017,"Sábado, 6 de Maio de 2017",2017-05-06,21,TO,TOCANTINS,153 ,430,-9.659199,-48.644699,461,ROUBO A CAMINHÃO,ROUBO,BARROLANDIA,Vítima,1,1,1
C1969370170316111800,16/3/2017,"Quinta-feira, 16 de Março de 2017",2017-03-16,1,NI,Não Informado,NI,-1,-1,-1,461,ROUBO A CAMINHÃO,ROUBO,BARROLANDIA,Vítima,1,1,3
C1969378170317030000,17/3/2017,"Sexta-feira, 17 de Março de 2017",2017-03-17,0,TO,TOCANTINS,153 ,647,-11.503199,-49.007799,461,ROUBO A CAMINHÃO,ROUBO,GURUPI,Vítima,1,1,1
C1969385170505100500,5/5/2017,"Sexta-feira, 5 de Maio de 2017",2017-05-05,9,SP,SÃO PAULO,116 ,387,-24.265599,-47.389299,461,ROUBO A CAMINHÃO,ROUBO,MIRACATU,Vítima,1,1,3
C1969414170603103400,29/5/2017,"Segunda-feira, 29 de Maio de 2017",2017-05-29,22,NI,Não Informado,NI,-1,-1,-1,461,ROUBO A CAMINHÃO,ROUBO,SANTA ISABEL,Testemunha,1,1,2
C1969414170603103400,29/5/2017,"Segunda-feira, 29 de Maio de 2017",2017-05-29,22,NI,Não Informado,NI,-1,-1,-1,461,ROUBO A CAMINHÃO,ROUBO,SANTA ISABEL,Vítima,1,1,2
C1969420170625200700,13/6/2017,"Terça-feira, 13 de Junho de 2017",2017-06-13,20,SP,SÃO PAULO,116 ,228,-23.504599,-46.567899,461,ROUBO A CAMINHÃO,ROUBO,SAO PAULO,Vítima,1,1,1
C1969475170309024300,8/3/2017,"Quarta-feira, 8 de Março de 2017",2017-03-08,20,SP,SÃO PAULO,116 ,29,-22.627499,-44.921599,461,ROUBO A CAMINHÃO,ROUBO,CRUZEIRO,Vítima,1,2,3
C1969484170115093000,15/1/2017,"Domingo, 15 de Janeiro de 2017",2017-01-15,5,SP,SÃO PAULO,116 ,374,-24.177299,-47.347899,461,ROUBO A CAMINHÃO,ROUBO,MIRACATU,Autor,1,1,4
C1969484170115093000,15/1/2017,"Domingo, 15 de Janeiro de 2017",2017-01-15,5,SP,SÃO PAULO,116 ,374,-24.177299,-47.347899,461,ROUBO A CAMINHÃO,ROUBO,MIRACATU,Vítima,1,2,4
C1969524170626142400,26/6/2017,"Segunda-feira, 26 de Junho de 2017",2017-06-26,12,RJ,RIO DE JANEIRO,393 ,185,-22.155999,-43.307599,461,ROUBO A CAMINHÃO,ROUBO,PARAIBA DO SUL,Vítima,1,1,1
C1969610170221132100,20/2/2017,"Segunda-feira, 20 de Fevereiro de 2017",2017-02-20,21,PE,PERNAMBUCO,316 ,82,-7.873899,-40.087199,461,ROUBO A CAMINHÃO,ROUBO,OURICURI,Vítima,1,1,3
C1969610170518090000,18/5/2017,"Quinta-feira, 18 de Maio de 2017",2017-05-18,0,NI,Não Informado,NI,-1,-1,-1,461,ROUBO A CAMINHÃO,ROUBO,OURICURI,Vítima,1,1,1
C1969672170504040600,3/5/2017,"Quarta-feira, 3 de Maio de 2017",2017-05-03,20,SP,SÃO PAULO,381 ,76,-23.386399,-46.566999,461,ROUBO A CAMINHÃO,ROUBO,SAO PAULO,Vítima,1,1,1
C1969691170617224000,17/6/2017,"Sábado, 17 de Junho de 2017",2017-06-17,21,RJ,RIO DE JANEIRO,393 ,284,-22.494799,-44.068499,461,ROUBO A CAMINHÃO,ROUBO,VOLTA REDONDA,Autor,1,1,2
C1969691170617224000,17/6/2017,"Sábado, 17 de Junho de 2017",2017-06-17,21,RJ,RIO DE JANEIRO,393 ,284,-22.494799,-44.068499,461,ROUBO A CAMINHÃO,ROUBO,VOLTA REDONDA,Vítima,1,1,2
C1969699170530233000,30/5/2017,"Terça-feira, 30 de Maio de 2017",2017-05-30,21,RJ,RIO DE JANEIRO,116 ,203,-22.721899,-43.677499,461,ROUBO A CAMINHÃO,ROUBO,SEROPEDICA,Vítima,1,2,2
C1969699170607130000,6/6/2017,"Terça-feira, 6 de Junho de 2017",2017-06-06,21,RJ,RIO DE JANEIRO,116 ,190,-22.734799,-43.554599,461,ROUBO A CAMINHÃO,ROUBO,QUEIMADOS,Vítima,1,1,2
C1969924170616215000,16/6/2017,"Sexta-feira, 16 de Junho de 2017",2017-06-16,21,PB,PARAÍBA,101 ,51,-6.926999,-35.105899,461,ROUBO A CAMINHÃO,ROUBO,MAMANGUAPE,Vítima,1,1,1
